Gene ID	source_id	Organism	Product Description	Fold Change	Chosen Ref (floor)	Chosen Comp (floor)	3D7 2020 sense - 0hr 3D7 DAFT-seq	3D7 2020 sense - 8hr 3D7 DAFT-seq	3D7 2020 sense - 16hr 3D7 DAFT-seq	3D7 2020 sense - 40hr 3D7 DAFT-seq	3D7 2020 sense - 32hr 3D7 DAFT-seq	3D7 2020 sense - 48hr 3D7 DAFT-seq	3D7 2020 sense - 24hr 3D7 DAFT-seq
PF3D7_1340100	PF3D7_1340100.1	Plasmodium falciparum 3D7	exosome complex component RRP42, putative	1	68.59	68.59	66.37	101.35	87.57	42.99	48.23	45.31	97.26
PF3D7_1340200	PF3D7_1340200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	15.60	15.6	27.82	16.35	18.75	12.49	15.44	14.96	13.77
PF3D7_1340300	PF3D7_1340300.1	Plasmodium falciparum 3D7	nucleolar complex protein 2, putative	1	313.61	313.61	409.78	483.7	460.3	133.64	165.69	270.74	282.1
PF3D7_1340400	PF3D7_1340400.1	Plasmodium falciparum 3D7	ROVER protein, putative	1	1.71 (1.91)	1.71 (1.91)	2.05	3.09	2.04	0.2	0.56	2.58	1.43
PF3D7_1340500	PF3D7_1340500.1	Plasmodium falciparum 3D7	inner centromere protein, putative	1	72.96	72.96	77.55	75.04	97.61	54.8	69.65	59.84	77.28
PF3D7_1340600	PF3D7_1340600.1	Plasmodium falciparum 3D7	RNA lariat debranching enzyme, putative	1	204.61	204.61	115.31	266.09	298.61	123.7	200.04	133.55	296.96
PF3D7_1340700	PF3D7_1340700.1	Plasmodium falciparum 3D7	ras-related protein Rab-11B	1	86.19	86.19	45.7	52.59	48.53	140.48	158.61	106.62	58.54
PF3D7_1340800	PF3D7_1340800.1	Plasmodium falciparum 3D7	mitochondrial pyruvate carrier protein 1, putative	1	38.54	38.54	39.14	35.71	27.74	43.86	49.28	39.93	36.62
PF3D7_1340900	PF3D7_1340900.1	Plasmodium falciparum 3D7	sodium-dependent phosphate transporter	1	626.62	626.62	524.38	683.09	655.25	735.27	479.67	852.91	471.94
PF3D7_1341200	PF3D7_1341200.1	Plasmodium falciparum 3D7	60S ribosomal protein L18, putative	1	660.67	660.67	325.56	979.02	1184.02	308.96	532.13	435.62	865.1
PF3D7_1341300	PF3D7_1341300.1	Plasmodium falciparum 3D7	60S ribosomal protein L18-2, putative	1	536.12	536.12	306.99	768.09	962.55	264.75	439.87	319.96	746.35
PF3D7_1341500	PF3D7_1341500.1	Plasmodium falciparum 3D7	inner membrane complex suture component, putative	1	38.01	38.01	56.66	29.48	9.93	83.92	19.84	54.51	12.71
PF3D7_1341600	PF3D7_1341600.1	Plasmodium falciparum 3D7	GPI mannosyltransferase 3	1	28.44	28.44	27.01	31.5	18.57	30.66	27.03	23.52	41.26
PF3D7_1341700	PF3D7_1341700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	13.88	13.88	22.03	24.15	11.97	6.08	4.81	8.54	20
PF3D7_1341800	PF3D7_1341800.1	Plasmodium falciparum 3D7	inner membrane complex protein 1k, putative	1	25.41	25.41	30.47	23.12	17.19	37.14	17.08	39.91	13.52
PF3D7_1341900	PF3D7_1341900.1	Plasmodium falciparum 3D7	V-type proton ATPase subunit D, putative	1	133.84	133.84	62.16	125.34	176.62	131.08	169.49	119.75	158.59
PF3D7_1342000	PF3D7_1342000.1	Plasmodium falciparum 3D7	40S ribosomal protein S6	1	804.57	804.57	556.65	979.77	1519.22	431.65	645.02	509.65	1011.56
PF3D7_1342100	PF3D7_1342100.1	Plasmodium falciparum 3D7	aconitate hydratase	1	93.15	93.15	75.34	68.5	65.05	160	98.01	118.23	68.25
PF3D7_1342200	PF3D7_1342200.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	33.18	33.18	29.34	22.17	37.68	22.05	32.98	21.89	67.25
PF3D7_1342300	PF3D7_1342300.1	Plasmodium falciparum 3D7	tetratricopeptide repeat protein, putative	1	48.22	48.22	31.46	32.11	36.45	51.83	67.23	38.84	80.49
PF3D7_1342400	PF3D7_1342400.1	Plasmodium falciparum 3D7	casein kinase II beta chain	1	211.89	211.89	152.55	239.03	256.62	158.07	246.83	154.47	302.45
PF3D7_1342500	PF3D7_1342500.1	Plasmodium falciparum 3D7	sporozoite protein essential for cell traversal	1	15.98	15.98	24.51	15.45	8.07	17.6	5.81	36.23	4.67
PF3D7_1342600	PF3D7_1342600.1	Plasmodium falciparum 3D7	myosin A	1	927.00	927	1751.05	582.07	212.64	1291.6	197.56	2364.58	95.1
PF3D7_1342700	PF3D7_1342700.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative	1	91.86	91.86	64.43	115.06	149.3	52.41	75.63	78.8	110.85
PF3D7_1342800	PF3D7_1342800.1	Plasmodium falciparum 3D7	phosphoenolpyruvate carboxykinase	1	127.93	127.93	56.37	91.15	239.37	78.47	97.5	70.45	263.21
PF3D7_1342900	PF3D7_1342900.1	Plasmodium falciparum 3D7	AP2 domain transcription factor AP2-HS	1	166.92	166.92	167.78	204.62	218.85	100.22	158.96	108.46	228.98
PF3D7_1343000	PF3D7_1343000.1	Plasmodium falciparum 3D7	phosphoethanolamine N-methyltransferase	1	1999.96	1999.96	1222.3	1356.38	1454.79	2253.12	3047.56	1230.74	3485.01
PF3D7_1343100	PF3D7_1343100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	182.28	182.28	230.03	76.69	34.72	350.65	284.36	213.46	94.06
PF3D7_1343200	PF3D7_1343200.1	Plasmodium falciparum 3D7	tRNA guanosine-2'-O-methyltransferase, putative	1	100.97	100.97	100.12	102.03	95.21	113.87	104.71	79.54	114.56
PF3D7_1343300	PF3D7_1343300.1	Plasmodium falciparum 3D7	CDT1-like protein, putative	1	290.42	290.42	234.38	170.56	257.79	318.19	428.84	240.42	395.85
PF3D7_1343400	PF3D7_1343400.1	Plasmodium falciparum 3D7	DNA repair protein RAD5, putative	1	58.65	58.65	55.75	78.17	44.7	57.05	64.39	49.56	65.23
PF3D7_1343500	PF3D7_1343500.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	35.68	35.68	32.32	26.68	18.31	39.94	57.53	32.1	51.97
PF3D7_1343600	PF3D7_1343600.1	Plasmodium falciparum 3D7	UDP-N-acetylglucosamine pyrophosphorylase, putative	1	29.57	29.57	20.89	18.75	22.89	23.78	45.48	20.97	54.9
PF3D7_1343700	PF3D7_1343700.1	Plasmodium falciparum 3D7	kelch protein K13	1	306.23	306.23	469.89	398.21	246.64	311.34	170.47	382.79	166.44
PF3D7_1343800	PF3D7_1343800.1	Plasmodium falciparum 3D7	VPS13 domain-containing protein, putative	1	124.88	124.88	185.91	82.13	45.35	242.55	116.97	163.24	39.4
PF3D7_1343900	PF3D7_1343900.1	Plasmodium falciparum 3D7	U4/U6 small nuclear ribonucleoprotein PRP4, putative	1	57.07	57.07	58.13	79.3	53.43	45.7	54.34	39.61	71.01
PF3D7_1344000	PF3D7_1344000.1	Plasmodium falciparum 3D7	aminomethyltransferase, putative	1	30.66	30.66	27.08	20.4	26.95	27.25	36.36	23.88	53.06
PF3D7_1344100	PF3D7_1344100.1	Plasmodium falciparum 3D7	TLD domain-containing protein, putative	1	67.59	67.59	108.97	69.54	50.21	61.86	41.27	83.95	58.22
PF3D7_1344200	PF3D7_1344200.1	Plasmodium falciparum 3D7	endoplasmic reticulum chaperone GRP170	1	442.37	442.37	403.75	528.2	462.75	391.78	580.09	342.16	398.56
PF3D7_1344300	PF3D7_1344300.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	297.65	297.65	446.66	186.66	83.63	607.86	179.75	514.61	70.04
PF3D7_1344400	PF3D7_1344400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	38.30	38.3	36.52	37.71	33.78	45.85	37.09	33.14	46.85
PF3D7_1344500	PF3D7_1344500.1	Plasmodium falciparum 3D7	U6 snRNA phosphodiesterase, putative	1	56.56	56.56	73.05	59.66	22.56	80.17	60.71	46	55.38
PF3D7_1344600	PF3D7_1344600.1	Plasmodium falciparum 3D7	lipoyl synthase	1	86.60	86.6	360.56	139.86	124.95	149.39	187.25	191.75	123.42
PF3D7_1344700	PF3D7_1344700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	127.88	127.88	121.59	147.86	131.23	103.33	144.53	91.76	157.13
PF3D7_1344800	PF3D7_1344800.1	Plasmodium falciparum 3D7	aspartate carbamoyltransferase	1	93.07	93.07	45.99	89.72	139.85	51.45	99.51	49.64	176.09
PF3D7_1344900	PF3D7_1344900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	153.93	153.93	179.92	236.12	195.56	84.83	104.06	111.44	171.15
PF3D7_1345000	PF3D7_1345000.1	Plasmodium falciparum 3D7	RING zinc finger protein, putative	1	28.90	28.9	24.54	35.92	27.73	25.14	23.69	36.34	30.72
PF3D7_1345100	PF3D7_1345100.1	Plasmodium falciparum 3D7	thioredoxin 2	1	131.12	131.12	168.75	176.95	144.86	89.68	51.77	160.22	127.7
PF3D7_1345200	PF3D7_1345200.1	Plasmodium falciparum 3D7	rhomboid protease ROM6, putative	1	84.52	84.52	68.05	58.62	81.85	80.75	112.85	61.95	128.89
PF3D7_1345300	PF3D7_1345300.1	Plasmodium falciparum 3D7	cytochrome c oxidase subunit ApiCOX16, putative	1	40.86	40.86	46.95	39.6	23.38	67.86	28.51	46.22	36.86
PF3D7_1345400	PF3D7_1345400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	157.76	157.76	128.05	71.94	92.28	201.87	295.1	136.44	182.07
PF3D7_1345500	PF3D7_1345500.1	Plasmodium falciparum 3D7	ubiquitin-conjugating enzyme E2	1	45.83	45.83	39.08	38.36	42.02	50.5	52.97	58.55	43.08
PF3D7_1345600	PF3D7_1345600.1	Plasmodium falciparum 3D7	inner membrane complex protein	1	186.12	186.12	188.42	163.4	114.63	344.64	131.74	277.66	87.61
PF3D7_1345700	PF3D7_1345700.1	Plasmodium falciparum 3D7	isocitrate dehydrogenase [NADP], mitochondrial	1	135.01	135.01	77.3	109.31	146.8	119.35	156.37	94.78	242.92
PF3D7_1345800	PF3D7_1345800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	79.84	79.84	58.34	92.11	90.64	62.02	88.27	51.26	121.21
PF3D7_1345900	PF3D7_1345900.1	Plasmodium falciparum 3D7	kinetochore protein SPC25, putative	1	81.61	81.61	61.81	57.59	57.14	92.61	124.04	79.44	102.14
PF3D7_1346000	PF3D7_1346000.1	Plasmodium falciparum 3D7	dynactin subunit 2, putative	1	10.99	10.99	13.76	13.4	12.23	8.52	8.47	11.31	9.32
PF3D7_1346100	PF3D7_1346100.1	Plasmodium falciparum 3D7	protein transport protein SEC61 subunit alpha	1	333.92	333.92	233.54	390.24	379.83	284.74	346.63	188.85	515.68
PF3D7_1346200	PF3D7_1346200.1	Plasmodium falciparum 3D7	nuclear import protein MOG1, putative	1	15.70	15.7	26.73	20.2	12.48	9.87	11.18	12.29	17.37
PF3D7_1346300	PF3D7_1346300.1	Plasmodium falciparum 3D7	DNA/RNA-binding protein Alba 2	1	490.51	490.51	495.78	657.55	703.73	230.38	411.67	392.92	556.82
PF3D7_1346400	PF3D7_1346400.1	Plasmodium falciparum 3D7	VPS13 domain-containing protein, putative	1	315.66	315.66	240.76	311.22	263	395.42	382.3	286.42	336.68
PF3D7_1346500	PF3D7_1346500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	89.43	89.43	97.22	133.68	110.83	41.1	76.25	63.96	104.75
PF3D7_1346600	PF3D7_1346600.1	Plasmodium falciparum 3D7	respiratory chain complex 2 associated protein 4	1	25.20	25.2	28.27	20.87	12.76	32.99	28.78	22.59	30.71
PF3D7_1346700	PF3D7_1346700.1	Plasmodium falciparum 3D7	6-cysteine protein P48/45	1	87.43	87.43	98.19	146.33	92.55	54.43	33.41	88.46	99.35
PF3D7_1346800	PF3D7_1346800.1	Plasmodium falciparum 3D7	6-cysteine protein P47	1	29.04	29.04	40.62	37.4	16.41	30.46	21.89	39.28	17.38
PF3D7_1346900	PF3D7_1346900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	57.11	57.11	79.73	38.78	16.69	74.47	80.99	53.43	56.53
PF3D7_1347000	PF3D7_1347000.1	Plasmodium falciparum 3D7	WD repeat-containing protein 92, putative	1	11.13	11.13	8.42	11.48	11.59	12.63	10.83	14.27	8.72
PF3D7_1347100	PF3D7_1347100.1	Plasmodium falciparum 3D7	DNA topoisomerase 3	1	56.17	56.17	40.49	37.84	29.84	71.28	86.14	56.52	74.34
PF3D7_1347200	PF3D7_1347200.1	Plasmodium falciparum 3D7	nucleoside transporter 1	1	1011.98	1011.98	548.25	1096.36	1917.64	424.88	558.06	369.19	2174.38
PF3D7_1347300	PF3D7_1347300.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	25.72	25.72	27.64	27.31	14.41	26.54	33.04	17.6	34.48
PF3D7_1347400	PF3D7_1347400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	53.09	53.09	47.33	58.51	54.65	38.11	52.74	35.12	86.88
PF3D7_1347500	PF3D7_1347500.1	Plasmodium falciparum 3D7	DNA/RNA-binding protein Alba 4	1	721.25	721.25	861.46	906.73	873.61	398.17	623.44	592.45	800.43
PF3D7_1347600	PF3D7_1347600.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	55.69	55.69	68.21	73.55	49.91	67.37	28.67	70.2	36.24
PF3D7_1347700	PF3D7_1347700.1	Plasmodium falciparum 3D7	ethanolamine-phosphate cytidylyltransferase	1	246.14	246.14	420.5	301.68	169.45	206.17	131.97	295.06	208.45
PF3D7_1347800	PF3D7_1347800.1	Plasmodium falciparum 3D7	centrosomal protein CEP72, putative	1	13.01	13.01	45.72	15.65	8.91	15.19	8.92	28.29	9.39
PF3D7_1347900	PF3D7_1347900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	35.44	35.44	32.81	26.56	17.03	38.85	50.83	27.51	56.43
PF3D7_1348000	PF3D7_1348000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	22.35	22.35	29.62	20.53	14.74	30.72	23.61	25.16	12.95
PF3D7_1348100	PF3D7_1348100.1	Plasmodium falciparum 3D7	GTPase, putative	1	24.34	24.34	28.25	26.08	15.3	50.47	18.25	28.1	16.37
PF3D7_1348200	PF3D7_1348200.1	Plasmodium falciparum 3D7	step II splicing factor, putative	1	123.74	123.74	187.4	136.7	136.29	93.76	111.2	109.81	102.53
PF3D7_1348300	PF3D7_1348300.1	Plasmodium falciparum 3D7	elongation factor Tu, putative	1	55.75	55.75	42.17	82.46	74.47	34.69	43.66	38.07	75.49
PF3D7_1348400	PF3D7_1348400.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	109.56	109.56	93.45	81.13	87.75	113.55	152.57	100.79	150.43
PF3D7_1348500	PF3D7_1348500.1	Plasmodium falciparum 3D7	TBC domain protein, putative	1	71.29	71.29	51.38	45.7	41.19	90.22	110.55	67.28	95.07
PF3D7_1348600	PF3D7_1348600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	78.52	78.52	122.71	43.89	19.17	172.7	54.46	123.13	17.14
PF3D7_1348700	PF3D7_1348700.1	Plasmodium falciparum 3D7	WD repeat-containing protein 16, putative	1	8.06	8.06	8.13	11.15	8.39	6.75	5.01	10.69	6.46
PF3D7_1348800	PF3D7_1348800.1	Plasmodium falciparum 3D7	E1-E2 ATPase, putative	1	10.41	10.41	11.62	14.07	10.37	9.4	5.48	13.88	8.24
PF3D7_1348900	PF3D7_1348900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	42.48	42.48	51.09	61.26	45.18	20.63	30.32	33.53	56.94
PF3D7_1349000	PF3D7_1349000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	10.30	10.3	13.7	11.92	6.61	14.42	6.92	16.07	7.11
PF3D7_1349100	PF3D7_1349100.1	Plasmodium falciparum 3D7	nucleoside diphosphate hydrolase, putative	1	30.57	30.57	27.31	23.32	15.22	60.42	32.15	37.65	23.65
PF3D7_1349200	PF3D7_1349200.1	Plasmodium falciparum 3D7	glutamate--tRNA ligase	1	293.19	293.19	244.48	460.18	339.66	151.24	227.31	187.31	446.08
PF3D7_1349300	PF3D7_1349300.1	Plasmodium falciparum 3D7	tyrosine kinase-like protein	1	103.07	103.07	101.7	109.82	68.34	133.85	115.23	99.23	97.59
PF3D7_1349400	PF3D7_1349400.1	Plasmodium falciparum 3D7	cytidine and deoxycytidylate deaminase, putative	1	58.47	58.47	49.34	97.02	81.35	30.18	38.69	32.71	83.58
PF3D7_1349500	PF3D7_1349500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	263.72	263.72	275.62	246.95	180.39	340.06	355.16	236.65	256.92
PF3D7_1349600	PF3D7_1349600.1	Plasmodium falciparum 3D7	spindle and kinetochore-associated protein 3, putative	1	73.23	73.23	72.1	53.25	51.26	90.66	97.21	63.64	99.97
PF3D7_1349700	PF3D7_1349700.1	Plasmodium falciparum 3D7	peptidase, putative	1	54.69	54.69	38.69	25.38	31.33	108.79	74.04	66.8	61.28
PF3D7_1349800	PF3D7_1349800.1	Plasmodium falciparum 3D7	GPN-loop GTPase, putative	1	55.84	55.84	63.64	99.59	60.66	25.65	33.29	42.01	66.58
PF3D7_1349900	PF3D7_1349900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	39.69	39.69	46.03	57.49	38.27	39.11	41.59	38.32	102.01
PF3D7_1350000	PF3D7_1350000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	34.80	34.8	47.07	40.31	45.04	42.49	33.28	41.81	43.91
PF3D7_1350100	PF3D7_1350100.1	Plasmodium falciparum 3D7	lysine--tRNA ligase	1	303.62	303.62	174.81	342.35	448.88	212.26	323.7	220.61	409.07
PF3D7_1350200	PF3D7_1350200.1	Plasmodium falciparum 3D7	small nuclear ribonucleoprotein E, putative	1	86.50	86.5	63.22	156.92	92.18	61.23	38.93	46.37	150.48
PF3D7_1350300	PF3D7_1350300.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	153.11	153.11	202.07	182.63	192.16	84.03	145.6	125.69	147.06
PF3D7_1350400	PF3D7_1350400.1	Plasmodium falciparum 3D7	ubiquitin-activating enzyme E1, putative	1	39.09	39.09	45.53	19.79	26.17	46.91	60.52	31.83	46.22
PF3D7_1350500	PF3D7_1350500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	140.45	140.45	140.29	167.15	134.59	148.09	135.37	121.39	138.98
PF3D7_1350600	PF3D7_1350600.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	4.57	4.57	6.02	7.12	5.19	4.17	1.65	4.68	3.68
PF3D7_1350700	PF3D7_1350700.1	Plasmodium falciparum 3D7	N6-adenine-specific methylase, putative	1	59.28	59.28	38.89	37.32	56.43	51.25	86.46	33.72	133.93
PF3D7_1350800	PF3D7_1350800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	24.59	24.59	25.19	29.01	22.01	31.59	21.24	22.91	21.51
PF3D7_1350900	PF3D7_1350900.1	Plasmodium falciparum 3D7	AP2 domain transcription factor AP2-O4, putative	1	69.65	69.65	68.33	97.8	90.95	55.87	49.68	62.29	63.92
PF3D7_1351000	PF3D7_1351000.1	Plasmodium falciparum 3D7	phosphatidylinositol transfer protein, putative	1	258.39	258.39	283.78	376.01	338.92	177.95	176.16	199.04	263.9
PF3D7_1351100	PF3D7_1351100.1	Plasmodium falciparum 3D7	CXXC motif containing zinc binding protein, putative	1	58.15	58.15	43.28	94.45	78.19	28.05	43.87	26.18	95.68
PF3D7_1351200	PF3D7_1351200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	66.48	66.48	53.97	52.35	54.89	57.3	109.12	46.37	92.85
PF3D7_1351300	PF3D7_1351300.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	1.36 (2.03)	1.36 (2.03)	1.9	1.64	2.36	1.08	0.99	0.63	0.95
PF3D7_1351400	PF3D7_1351400.1	Plasmodium falciparum 3D7	60S ribosomal protein L17, putative	1	1014.00	1014	474.43	1384.07	1952.72	537.85	770.35	665.46	1340.4
PF3D7_1351600	PF3D7_1351600.1	Plasmodium falciparum 3D7	glycerol kinase	1	42.55	42.55	29.4	55.04	56.13	39.35	30.36	52.63	35.04
PF3D7_1351700	PF3D7_1351700.1	Plasmodium falciparum 3D7	inner membrane complex protein 1f	1	351.39	351.39	722.49	279.14	70.19	566.56	98.37	699.26	31
PF3D7_1351800	PF3D7_1351800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	86.95	86.95	137.22	129.94	104.48	50.22	36.62	88.76	76.71
PF3D7_1351800	PF3D7_1351800.2	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	86.95	86.95	137.22	129.94	104.48	50.22	36.62	88.76	76.71
PF3D7_1351900	PF3D7_1351900.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	176.91	176.91	187.97	189.73	199.13	138.71	221.31	138.94	174.61
PF3D7_1352000	PF3D7_1352000.1	Plasmodium falciparum 3D7	GTP-binding protein, putative	1	88.59	88.59	75.25	56.44	74.27	92.39	136.93	67.42	121.47
PF3D7_1352100	PF3D7_1352100.1	Plasmodium falciparum 3D7	ABC transporter B family member 6, putative	1	99.33	99.33	144.2	100.24	90.42	101.92	69.11	95.89	94.33
PF3D7_1352200	PF3D7_1352200.1	Plasmodium falciparum 3D7	U3 small nucleolar RNA-associated protein 15, putative	1	104.20	104.2	145.75	205.72	100.46	52.24	39.76	72.78	115.79
PF3D7_1352300	PF3D7_1352300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	78.79	78.79	97.9	67.76	58.98	74.84	97.2	61.77	93.93
PF3D7_1352400	PF3D7_1352400.1	Plasmodium falciparum 3D7	nucleoporin NUP176, putative	1	128.73	128.73	104.52	133.82	115.47	123.66	170.63	87.46	169.11
PF3D7_1352500	PF3D7_1352500.1	Plasmodium falciparum 3D7	thioredoxin-related protein, putative	1	515.30	515.3	341.99	273.99	354.68	746.34	874.38	451.99	568.92
PF3D7_1352600	PF3D7_1352600.1	Plasmodium falciparum 3D7	protein kinase, putative	1	10.93	10.93	14.94	23.46	8.11	5.53	3.9	10.67	10.28
PF3D7_1352700	PF3D7_1352700.1	Plasmodium falciparum 3D7	intron-binding protein aquarius, putative	1	174.02	174.02	172.78	231.6	204.79	109.59	167.1	113.1	223.18
PF3D7_1352800	PF3D7_1352800.1	Plasmodium falciparum 3D7	vacuolar fusion protein MON1, putative	1	106.96	106.96	84.6	104.21	116.7	91.1	135.02	81.89	137.91
PF3D7_1352900	PF3D7_1352900.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	175.15	175.15	517.58	353.7	53.93	78.81	6.03	201.76	17.48
PF3D7_1353100	PF3D7_1353100.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	278.68	278.68	316.53	679.49	446.12	84.65	42.22	228.96	160.81
PF3D7_1353200	PF3D7_1353200.1	Plasmodium falciparum 3D7	membrane associated histidine-rich protein 2	1	334.23	334.23	576.16	821.2	419.5	97.24	33.01	308.22	87.54
PF3D7_1353300	PF3D7_1353300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	197.24	197.24	142.16	148.38	187.12	224.49	283.38	171.66	228.09
PF3D7_1353400	PF3D7_1353400.1	Plasmodium falciparum 3D7	Ran-binding protein, putative	1	124.68	124.68	110.54	187.95	160.48	86.14	116.84	97.41	138.68
PF3D7_1353500	PF3D7_1353500.1	Plasmodium falciparum 3D7	RNA polymerase II transcription factor B subunit 4, putative	1	30.30	30.3	28.64	34.8	33.76	23.05	36.21	18.87	56.59
PF3D7_1353600	PF3D7_1353600.1	Plasmodium falciparum 3D7	ER lumen protein retaining receptor	1	152.42	152.42	197.21	141.26	89.67	195.95	169.57	128.4	146.22
PF3D7_1353700	PF3D7_1353700.1	Plasmodium falciparum 3D7	reactive oxygen species modulator 1, putative	1	44.69	44.69	16.59	42.35	79.28	19.26	23.76	18.29	114.04
PF3D7_1353800	PF3D7_1353800.1	Plasmodium falciparum 3D7	proteasome subunit alpha type-4, putative	1	134.38	134.38	84.35	120.46	144.39	142.38	136.13	89.88	224.44
PF3D7_1353900	PF3D7_1353900.1	Plasmodium falciparum 3D7	proteasome subunit alpha type-7, putative	1	261.03	261.03	149.98	196.95	273.08	278.46	380.61	213.13	337.93
PF3D7_1354000	PF3D7_1354000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	7.50	7.5	7.62	9.38	8.4	5.24	7.11	7.32	7.52
PF3D7_1354100	PF3D7_1354100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	17.32	17.32	24.7	14.35	18.37	16.86	17.97	19.93	19.61
PF3D7_1354200	PF3D7_1354200.1	Plasmodium falciparum 3D7	phosphoinositide phosphatase SAC1	1	137.41	137.41	149	128.01	114.46	182.37	115.88	146.4	133.88
PF3D7_1354300	PF3D7_1354300.1	Plasmodium falciparum 3D7	large subunit rRNA methyltransferase, putative	1	309.08	309.08	368.92	437.93	468.84	127.36	206.48	233.11	327.77
PF3D7_1354400	PF3D7_1354400.1	Plasmodium falciparum 3D7	V-type proton ATPase 21 kDa proteolipid subunit, putative	1	155.37	155.37	154.16	148.72	159.72	174.13	162.78	158.42	132.13
PF3D7_1354500	PF3D7_1354500.1	Plasmodium falciparum 3D7	adenylosuccinate synthetase	1	226.97	226.97	111.79	242.74	411.47	130.23	217.48	126.28	350.83
PF3D7_1354600	PF3D7_1354600.1	Plasmodium falciparum 3D7	60S ribosomal protein L7, putative	1	79.86	79.86	120.46	117.8	116.52	40.13	35.91	54.29	78.72
