Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
PF3D7_1245400	PF3D7_1245400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,894,910..1,896,390(+)	50S ribosomal protein L3, mitochondrial, putative	GO:0005840	ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	GO:0005762;GO:0005739	mitochondrial large ribosomal subunit;mitochondrion	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A
PF3D7_1245500	PF3D7_1245500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,896,842..1,899,867(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1245600	PF3D7_1245600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,900,249..1,905,066(-)	kinesin-15, putative	N/A	N/A	GO:0005524;GO:0008017;GO:0003777	ATP binding;microtubule binding;microtubule motor activity	GO:0007018	microtubule-based movement	GO:0005829	cytosol	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1245700	PF3D7_1245700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,907,045..1,907,960(+)	non-coding RNA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1245800	PF3D7_1245800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,908,149..1,909,764(+)	epsin-like protein, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0030125;GO:0005768;GO:0043231;GO:0005886;GO:0005802	clathrin vesicle coat;endosome;intracellular membrane-bounded organelle;plasma membrane;trans-Golgi network	GO:0035650;GO:0030276;GO:0005543	AP-1 adaptor complex binding;clathrin binding;phospholipid binding	GO:0006897	endocytosis	N/A	N/A
PF3D7_1245900	PF3D7_1245900.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,910,557..1,912,208(+)	ankyrin-repeat protein, putative	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1246000	PF3D7_1246000.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,912,457..1,914,595(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1246100	PF3D7_1246100.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,915,513..1,918,080(+)	delta-aminolevulinic acid synthetase	N/A	N/A	GO:0003870;GO:0003824;GO:0030170;GO:0016740	5-aminolevulinate synthase activity;catalytic activity;pyridoxal phosphate binding;transferase activity	GO:0009058;GO:0006782;GO:0033014	biosynthetic process;protoporphyrinogen IX biosynthetic process;tetrapyrrole biosynthetic process	GO:0005739	mitochondrion	GO:0003870	5-aminolevulinate synthase activity	GO:0006783;GO:0001666	heme biosynthetic process;response to hypoxia	2.3.1.37 (5-aminolevulinate synthase)	2.3.1.- (Transferring groups other than amino-acyl groups.);2.3.1.29 (Glycine C-acetyltransferase);2.3.1.37 (5-aminolevulinate synthase);2.3.1.47 (8-amino-7-oxononanoate synthase)
PF3D7_1246200	PF3D7_1246200.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,919,898..1,923,323(+)	actin I	GO:0005737	cytoplasm	GO:0005524	ATP binding	N/A	N/A	GO:0005884;GO:0009986;GO:1903561;GO:0031941;GO:0020020;GO:0005634	actin filament;cell surface;extracellular vesicle;filamentous actin;food vacuole;nucleus	GO:0003723;GO:0098808;GO:0005515;GO:0005200	RNA binding;mRNA cap binding;protein binding;structural constituent of cytoskeleton	GO:0070359;GO:0051301;GO:0007010;GO:0044409	actin polymerization-dependent cell motility involved in migration of symbiont in host;cell division;cytoskeleton organization;entry into host	N/A	3.6.4.- (Acting on ATP; involved in cellular and subcellular movement.)
PF3D7_1246300	PF3D7_1246300.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,925,058..1,929,618(+)	protein KIC4	N/A	N/A	N/A	N/A	N/A	N/A	GO:0030121;GO:0005634	AP-1 adaptor complex;nucleus	GO:0140312;GO:0035615	cargo adaptor activity;clathrin adaptor activity	GO:0006896;GO:0006898	Golgi to vacuole transport;receptor-mediated endocytosis	N/A	N/A
PF3D7_1246400	PF3D7_1246400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,931,257..1,933,545(+)	myosin A-tail interacting protein	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	GO:0070258	inner membrane pellicle complex	GO:0017022;GO:0005515	myosin binding;protein binding	N/A	N/A	N/A	2.7.11.1 (Non-specific serine/threonine protein kinase)
PF3D7_1246500	PF3D7_1246500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,933,570..1,935,671(-)	methyltransferase, putative	N/A	N/A	GO:0003723;GO:0008168;GO:0102522	RNA binding;methyltransferase activity;tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity	GO:0032259	methylation	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.);2.1.1.228 (tRNA (guanine(37)-N(1))-methyltransferase);2.5.1.114 (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)	2.1.1.191 (23S rRNA (cytosine(1962)-C(5))-methyltransferase);2.1.1.228 (tRNA (guanine(37)-N(1))-methyltransferase);2.5.1.114 (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)
PF3D7_1246600	PF3D7_1246600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,936,019..1,937,985(+)	pre-mRNA-splicing factor CWC26, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0070274;GO:0005684;GO:0005634	RES complex;U2-type spliceosomal complex;nucleus	N/A	N/A	GO:0000398	mRNA splicing, via spliceosome	N/A	N/A
PF3D7_1246700	PF3D7_1246700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,938,255..1,940,352(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1246800	PF3D7_1246800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,940,990..1,942,955(+)	signal recognition particle receptor subunit beta, putative	GO:0016021	integral component of membrane	GO:0005525	GTP binding	N/A	N/A	GO:0005785	signal recognition particle receptor complex	GO:0003723	RNA binding	GO:0045047	protein targeting to ER	N/A	3.6.1.15 (Nucleoside-triphosphate phosphatase)
PF3D7_1246900	PF3D7_1246900.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,942,691..1,946,196(-)	RAC-beta serine/threonine protein kinase	N/A	N/A	GO:0005524;GO:0004672;GO:0004674	ATP binding;protein kinase activity;protein serine/threonine kinase activity	GO:0006468	protein phosphorylation	GO:0020007;GO:0005737;GO:0005634	apical complex;cytoplasm;nucleus	GO:0005524;GO:0004683;GO:0035091;GO:0043274;GO:0004674	ATP binding;calmodulin-dependent protein kinase activity;phosphatidylinositol binding;phospholipase binding;protein serine/threonine kinase activity	GO:0035556;GO:0046777;GO:0006468	intracellular signal transduction;protein autophosphorylation;protein phosphorylation	2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.1.37 (2.7.11.12, 2.7.11.13, 2.7.11.21, 2.7.11.22, 2.7.11.24, 2.7.11.25,2.7.11.30 and 2.7.12.1);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.13 (Protein kinase C);3.4.19.9 (Folate gamma-glutamyl hydrolase)
PF3D7_1247000	PF3D7_1247000.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,946,545..1,948,824(+)	F-box only protein 9 homolog, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0019005;GO:0005739	SCF ubiquitin ligase complex;mitochondrion	N/A	N/A	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	N/A	N/A
PF3D7_1247000	PF3D7_1247000.2	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,946,545..1,948,824(+)	F-box only protein 9 homolog, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0019005;GO:0005739	SCF ubiquitin ligase complex;mitochondrion	N/A	N/A	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	N/A	N/A
PF3D7_1247100	PF3D7_1247100.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,948,855..1,950,984(+)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1247200	PF3D7_1247200.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,950,501..1,951,542(-)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1247300	PF3D7_1247300.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,951,571..1,955,002(+)	GPI mannosyltransferase 2, putative	GO:0016021	integral component of membrane	GO:0000009;GO:0004376	alpha-1,6-mannosyltransferase activity;glycolipid mannosyltransferase activity	GO:0006506	GPI anchor biosynthetic process	GO:0005789;GO:0031501	endoplasmic reticulum membrane;mannosyltransferase complex	GO:0000030	mannosyltransferase activity	GO:0006506	GPI anchor biosynthetic process	2.4.1.- (Hexosyltransferases.)	2.4.1.- (Hexosyltransferases.);2.4.1.130 (Transferred entry: 2.4.1.258, 2.4.1.259, 2.4.1.260 and 2.4.1.261)
PF3D7_1247400	PF3D7_1247400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,954,020..1,957,694(-)	peptidyl-prolyl cis-trans isomerase FKBP35	N/A	N/A	GO:0003755;GO:0005515	peptidyl-prolyl cis-trans isomerase activity;protein binding	N/A	N/A	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:0005528;GO:0003755;GO:0046983	FK506 binding;peptidyl-prolyl cis-trans isomerase activity;protein dimerization activity	GO:0061077;GO:0032515;GO:0006457;GO:0000413;GO:0009410	chaperone-mediated protein folding;negative regulation of phosphoprotein phosphatase activity;protein folding;protein peptidyl-prolyl isomerization;response to xenobiotic stimulus	5.2.1.8 (Peptidylprolyl isomerase)	5.2.1.8 (Peptidylprolyl isomerase)
PF3D7_1247500	PF3D7_1247500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,959,563..1,962,699(+)	serine/threonine protein kinase, putative	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	GO:0005737;GO:0030140	cytoplasm;trans-Golgi network transport vesicle	GO:0004693;GO:0004674	cyclin-dependent protein serine/threonine kinase activity;protein serine/threonine kinase activity	GO:0006468	protein phosphorylation	2.7.11.1 (Non-specific serine/threonine protein kinase)	2.7.-.- (Transferring phosphorus-containing groups.);2.7.1.- (Phosphotransferases with an alcohol group as acceptor.);2.7.11.1 (Non-specific serine/threonine protein kinase);2.7.11.25 (Mitogen-activated protein kinase kinase kinase)
PF3D7_1247600	PF3D7_1247600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,962,774..1,964,258(-)	uroporphyrinogen-III synthase, putative	N/A	N/A	GO:0004852	uroporphyrinogen-III synthase activity	GO:0006782;GO:0033014;GO:0006780	protoporphyrinogen IX biosynthetic process;tetrapyrrole biosynthetic process;uroporphyrinogen III biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	4.2.1.75 (Uroporphyrinogen-III synthase)	4.2.1.75 (Uroporphyrinogen-III synthase)
PF3D7_1247700	PF3D7_1247700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,964,582..1,966,234(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1247800	PF3D7_1247800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,967,712..1,971,234(+)	dipeptidyl aminopeptidase 2	N/A	N/A	GO:0008234	cysteine-type peptidase activity	GO:0006508	proteolysis	GO:0071944;GO:0005737;GO:0005615;GO:0005764;GO:0044310	cell periphery;cytoplasm;extracellular space;lysosome;osmiophilic body	GO:0004197;GO:0008239	cysteine-type endopeptidase activity;dipeptidyl-peptidase activity	GO:0035891;GO:0006508;GO:0051603	exit from host cell;proteolysis;proteolysis involved in cellular protein catabolic process	3.4.14.1 (Dipeptidyl-peptidase I)	3.4.14.1 (Dipeptidyl-peptidase I);3.4.22.- (Cysteine endopeptidases.)
PF3D7_1247900	PF3D7_1247900.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,971,796..1,973,538(+)	U3 small nucleolar RNA-associated protein 11, putative	GO:0032040	small-subunit processome	N/A	N/A	GO:0006364	rRNA processing	GO:0005730;GO:0032040	nucleolus;small-subunit processome	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1248000	PF3D7_1248000.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,973,559..1,975,093(+)	tRNA-splicing endonuclease, putative	N/A	N/A	GO:0016829;GO:0004518;GO:0003676;GO:0000213	lyase activity;nuclease activity;nucleic acid binding;tRNA-intron endonuclease activity	GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation	GO:0000214	tRNA-intron endonuclease complex	GO:0000213	tRNA-intron endonuclease activity	GO:0006388;GO:0000379	tRNA splicing, via endonucleolytic cleavage and ligation;tRNA-type intron splice site recognition and cleavage	4.6.1.16 (tRNA-intron lyase)	3.1.27.9 (Transferred entry: 4.6.1.16);4.6.1.16 (tRNA-intron lyase)
PF3D7_1248100	PF3D7_1248100.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,975,145..1,976,734(+)	methyltransferase, putative	N/A	N/A	GO:0008168	methyltransferase activity	GO:0032259	methylation	GO:0005634	nucleus	N/A	N/A	N/A	N/A	2.1.1.- (Methyltransferases.);2.1.1.33 (tRNA (guanine(46)-N(7))-methyltransferase);2.1.1.43 (Transferred entry: 2.1.1.354)	2.1.1.- (Methyltransferases.);2.1.1.33 (tRNA (guanine(46)-N(7))-methyltransferase);2.1.1.43 (Transferred entry: 2.1.1.354)
PF3D7_1248200	PF3D7_1248200.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,977,477..1,978,969(+)	pre-mRNA-splicing factor RBM22, putative	N/A	N/A	GO:0003723;GO:0046872;GO:0003676	RNA binding;metal ion binding;nucleic acid binding	GO:0008380;GO:0006397	RNA splicing;mRNA processing	GO:0000974;GO:0071006;GO:0071007	Prp19 complex;U2-type catalytic step 1 spliceosome;U2-type catalytic step 2 spliceosome	GO:0017070;GO:0036002	U6 snRNA binding;pre-mRNA binding	GO:0045292	mRNA cis splicing, via spliceosome	N/A	N/A
PF3D7_1248300	PF3D7_1248300.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,979,150..1,980,499(-)	conserved protein, unknown function	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1248400	PF3D7_1248400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,981,753..1,982,857(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1248500	PF3D7_1248500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,983,048..1,986,271(-)	bax inhibitor 1, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	N/A	2.7.1.107 (Diacylglycerol kinase (ATP))
PF3D7_1248600	PF3D7_1248600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,988,129..1,991,780(+)	conserved Plasmodium protein, unknown function	GO:0042765	GPI-anchor transamidase complex	N/A	N/A	GO:0016255	attachment of GPI anchor to protein	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1248700	PF3D7_1248700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:1,993,096..2,001,002(+)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005634	nucleus	N/A	N/A	GO:0006338	chromatin remodeling	N/A	N/A
PF3D7_1248800	PF3D7_1248800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,001,987..2,002,271(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1248900	PF3D7_1248900.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,002,325..2,004,499(-)	26S protease regulatory subunit 8, putative	GO:0005737	cytoplasm	GO:0005524;GO:0016887;GO:0016787;GO:0008233	ATP binding;ATP hydrolysis activity;hydrolase activity;peptidase activity	GO:0030163	protein catabolic process	GO:0005634;GO:0000502;GO:0008540	nucleus;proteasome complex;proteasome regulatory particle, base subcomplex	GO:0016887;GO:0003712	ATP hydrolysis activity;transcription coregulator activity	GO:0070682;GO:0043161;GO:0006511	proteasome regulatory particle assembly;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process	3.6.4.8 (Transferred entry: 5.6.1.5)	3.4.25.1 (Proteasome endopeptidase complex);3.6.1.3 (Deleted entry);3.6.4.3 (Transferred entry: 5.6.1.1);3.6.4.8 (Transferred entry: 5.6.1.5)
PF3D7_1249000	PF3D7_1249000.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,004,727..2,007,355(-)	conserved Plasmodium membrane protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0044228	host cell surface	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1249100	PF3D7_1249100.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,007,738..2,010,074(+)	THUMP domain-containing protein, putative	N/A	N/A	GO:0003723	RNA binding	GO:0006400	tRNA modification	GO:0005634	nucleus	GO:0003723	RNA binding	GO:0006400	tRNA modification	N/A	N/A
PF3D7_1249200	PF3D7_1249200.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,010,428..2,011,101(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1249300	PF3D7_1249300.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,012,578..2,016,456(+)	protein phosphatase PPM4, putative	N/A	N/A	GO:0016791;GO:0004722	phosphatase activity;protein serine/threonine phosphatase activity	GO:0006470	protein dephosphorylation	GO:0005634	nucleus	GO:0004724;GO:0004722	magnesium-dependent protein serine/threonine phosphatase activity;protein serine/threonine phosphatase activity	N/A	N/A	3.1.3.16 (Protein-serine/threonine phosphatase)	3.1.3.16 (Protein-serine/threonine phosphatase)
PF3D7_1249400	PF3D7_1249400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,015,949..2,016,893(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1249500	PF3D7_1249500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,016,976..2,018,469(-)	protein CutA, putative	N/A	N/A	N/A	N/A	GO:0010038	response to metal ion	N/A	N/A	GO:0005507	copper ion binding	N/A	N/A	N/A	N/A
PF3D7_1249600	PF3D7_1249600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,018,995..2,022,484(-)	leucine-rich repeat protein	N/A	N/A	GO:0005515	protein binding	N/A	N/A	GO:0044538	host cell periphery	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1249700	PF3D7_1249700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,023,076..2,027,563(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1249800	PF3D7_1249800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,029,764..2,040,460(-)	THO complex subunit 2, putative	GO:0000347;GO:0016021	THO complex;integral component of membrane	N/A	N/A	GO:0006406;GO:0006397	mRNA export from nucleus;mRNA processing	GO:0000445;GO:0005634	THO complex part of transcription export complex;nucleus	GO:0003729	mRNA binding	GO:0006406	mRNA export from nucleus	N/A	N/A
PF3D7_1249900	PF3D7_1249900.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,041,293..2,043,722(-)	ribosomal RNA small subunit methyltransferase A2, putative	GO:0016021	integral component of membrane	GO:0003723;GO:0000179;GO:0008649	RNA binding;rRNA (adenine-N6,N6-)-dimethyltransferase activity;rRNA methyltransferase activity	GO:0000154;GO:0006364	rRNA modification;rRNA processing	GO:0020011	apicoplast	GO:0003677;GO:0000179;GO:0008649	DNA binding;rRNA (adenine-N6,N6-)-dimethyltransferase activity;rRNA methyltransferase activity	GO:0031167	rRNA methylation	2.1.1.- (Methyltransferases.);2.1.1.182 (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase);2.1.1.62 (mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase)	2.1.1.182 (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase);2.1.1.62 (mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase)
PF3D7_1250000	PF3D7_1250000.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,043,650..2,044,974(+)	rRNA-processing protein FCF2, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1250100	PF3D7_1250100.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,045,070..2,054,429(-)	osmiophilic body protein G377	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020036;GO:0005634;GO:0044310	Maurer's cleft;nucleus;osmiophilic body	N/A	N/A	GO:0035891	exit from host cell	N/A	N/A
PF3D7_1250200	PF3D7_1250200.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,057,452..2,063,496(+)	CSC1-like protein, putative	GO:0016021;GO:0016020	integral component of membrane;membrane	N/A	N/A	N/A	N/A	GO:0005886	plasma membrane	GO:0005227	calcium activated cation channel activity	N/A	N/A	N/A	N/A
PF3D7_1250300	PF3D7_1250300.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,064,246..2,066,236(+)	vacuolar protein sorting-associated protein 26, putative	GO:0005829	cytosol	N/A	N/A	GO:0006886	intracellular protein transport	GO:0005768;GO:0030904	endosome;retromer complex	GO:0005515	protein binding	GO:0006886;GO:0042147	intracellular protein transport;retrograde transport, endosome to Golgi	N/A	N/A
PF3D7_1250400	PF3D7_1250400.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,067,229..2,069,794(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1250500	PF3D7_1250500.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,069,903..2,071,659(+)	AP-3 complex subunit sigma, putative	GO:0030123;GO:0030117	AP-3 adaptor complex;membrane coat	N/A	N/A	GO:0006896;GO:0006886;GO:0015031;GO:0016192	Golgi to vacuole transport;intracellular protein transport;protein transport;vesicle-mediated transport	GO:0043231	intracellular membrane-bounded organelle	N/A	N/A	GO:0016192	vesicle-mediated transport	N/A	N/A
PF3D7_1250600	PF3D7_1250600.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,071,084..2,074,584(-)	translation initiation factor eIF-2B subunit beta, putative	N/A	N/A	N/A	N/A	GO:0044237	cellular metabolic process	GO:0005851	eukaryotic translation initiation factor 2B complex	GO:0005525;GO:0003743	GTP binding;translation initiation factor activity	GO:0006446;GO:0006413	regulation of translational initiation;translational initiation	5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase)	5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase)
PF3D7_1250700	PF3D7_1250700.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,074,635..2,077,593(+)	transcription initiation factor IIA subunit 2, putative	GO:0005672	transcription factor TFIIA complex	GO:0003743	translation initiation factor activity	GO:0006367	transcription initiation from RNA polymerase II promoter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1250800	PF3D7_1250800.1	Plasmodium falciparum 3D7	Pf3D7_12_v3:2,077,623..2,083,307(+)	DNA repair protein rhp16, putative	N/A	N/A	GO:0005524;GO:0003677;GO:0008270	ATP binding;DNA binding;zinc ion binding	N/A	N/A	GO:0000109	nucleotide-excision repair complex	GO:0005524;GO:0004386	ATP binding;helicase activity	GO:0006289	nucleotide-excision repair	N/A	N/A
